vid,gz_state,gz_district,gz_taluka,gz_village,gz_village_raw,gz_sno,esa_category,bifurcated,notified_forest,cen_village,cen_subdistrict,cen_district,censuscode,lgd_villagecode,score,scope,area_km2
608214,KARNATAKA,Shimoga,Thirthahalli,Bintala,Bintala,729,whole_village,False,False,Bintala,Tirthahalli,Shivamogga,608214,608214,100.0,dist+tal,1.347
608182,KARNATAKA,Shimoga,Thirthahalli,Bobli,Bobli,730,whole_village,False,False,Bobli,Tirthahalli,Shivamogga,608182,608182,100.0,dist+tal,2.605
608183,KARNATAKA,Shimoga,Thirthahalli,Boblihinchuvalli,Boblihinchuvalli,731,whole_village,False,False,Boblihinchuvalli,Tirthahalli,Shivamogga,608183,608183,100.0,dist+tal,2.034
608222,KARNATAKA,Shimoga,Thirthahalli,Bogarakoppa,Bogarakoppa,732,whole_village,False,False,Bogarukoppa,Tirthahalli,Shivamogga,608222,608222,90.9,dist+tal,3.746
608630,KARNATAKA,Shimoga,Thirthahalli,Bommenahalli,Bommenahalli,733,whole_village,False,False,Bommenahalli,Bhadravati,Shivamogga,608630,608630,100.0,dist,3.211
608156,KARNATAKA,Shimoga,Thirthahalli,Bylubadagi,Bylubadagi,734,whole_village,False,False,Bylubadagi,Tirthahalli,Shivamogga,608156,608156,100.0,dist+tal,2.518
608289,KARNATAKA,Shimoga,Thirthahalli,Changaru,Changaru,735,whole_village,False,False,Changaru,Tirthahalli,Shivamogga,608289,608289,100.0,dist+tal,5.452
608064,KARNATAKA,Shimoga,Thirthahalli,Chikkallalli,Chikkallalli,736,whole_village,False,False,Chikkallalli,Tirthahalli,Shivamogga,608064,608064,100.0,dist+tal,3.104
608278,KARNATAKA,Shimoga,Thirthahalli,Dasanakodige,Dasanakodige,737,whole_village,False,False,Dasanakodige,Tirthahalli,Shivamogga,608278,608278,100.0,dist+tal,9.231
608076,KARNATAKA,Shimoga,Thirthahalli,Demalapur,Demalapur,738,whole_village,False,False,Demlapura,Tirthahalli,Shivamogga,608076,608076,94.1,dist+tal,7.247
608117,KARNATAKA,Shimoga,Thirthahalli,Garaga,Garaga,739,whole_village,False,False,Garaga,Tirthahalli,Shivamogga,608117,608117,100.0,dist+tal,6.182
608266,KARNATAKA,Shimoga,Thirthahalli,Guravalli,Guravalli,740,whole_village,False,False,Guruvalli,Tirthahalli,Shivamogga,608266,608266,88.9,dist+tal,2.557
608261,KARNATAKA,Shimoga,Thirthahalli,Hadaginamakki,Hadaginamakki,741,whole_village,False,False,Hadaginamakki,Tirthahalli,Shivamogga,608261,608261,100.0,dist+tal,3.439
608073,KARNATAKA,Shimoga,Thirthahalli,Hadigallu,Hadigallu,742,whole_village,False,False,Hadigallu,Tirthahalli,Shivamogga,608073,608073,100.0,dist+tal,5.175
608134,KARNATAKA,Shimoga,Thirthahalli,Halaga,Halaga,743,whole_village,False,False,Halaga,Tirthahalli,Shivamogga,608134,608134,100.0,dist+tal,2.905
608291,KARNATAKA,Shimoga,Thirthahalli,Halalur Bettigere,Halalur Bettigere,744,whole_village,False,False,Holalurbetagere,Tirthahalli,Shivamogga,608291,608291,85.7,dist+tal,3.405
608171,KARNATAKA,Shimoga,Thirthahalli,Halasavala,Halasavala,745,whole_village,False,False,Halasavala,Tirthahalli,Shivamogga,608171,608171,100.0,dist+tal,1.91
608074,KARNATAKA,Shimoga,Thirthahalli,Halavanahalli,Halavanahalli,746,whole_village,False,False,Halavanahalli,Tirthahalli,Shivamogga,608074,608074,100.0,dist+tal,1.797
608231,KARNATAKA,Shimoga,Thirthahalli,Halmahishi,Halmahishi,747,whole_village,False,False,Halumahishi,Tirthahalli,Shivamogga,608231,608231,95.2,dist+tal,5.188
608114,KARNATAKA,Shimoga,Thirthahalli,Hanigeri,Hanigeri,748,whole_village,False,False,Hanagere,Tirthahalli,Shivamogga,608114,608114,85.7,dist+tal,6.928
608252,KARNATAKA,Shimoga,Thirthahalli,Hasandur,Hasandur,749,whole_village,False,False,Hasandur,Tirthahalli,Shivamogga,608252,608252,100.0,dist+tal,4.658
608233,KARNATAKA,Shimoga,Thirthahalli,Hedduru,Hedduru,750,whole_village,False,False,Hedduru,Tirthahalli,Shivamogga,608233,608233,100.0,dist+tal,3.983
608116,KARNATAKA,Shimoga,Thirthahalli,Hegalatti,Hegalatti,751,whole_village,False,False,Hegalathi,Tirthahalli,Shivamogga,608116,608116,93.3,dist+tal,7.815
608169,KARNATAKA,Shimoga,Thirthahalli,Hemmakki,Hemmakki,752,whole_village,False,False,Hemmakki,Tirthahalli,Shivamogga,608169,608169,100.0,dist+tal,4.74
608269,KARNATAKA,Shimoga,Thirthahalli,Herambapura,Herambapura,753,whole_village,False,False,Herambapura,Tirthahalli,Shivamogga,608269,608269,100.0,dist+tal,4.559
608063,KARNATAKA,Shimoga,Thirthahalli,Hirekallahalli,Hirekallahalli,754,whole_village,False,False,Hirekallahalli,Tirthahalli,Shivamogga,608063,608063,100.0,dist+tal,2.027
608236,KARNATAKA,Shimoga,Thirthahalli,Holekoppa,Holekoppa,755,whole_village,False,False,Holekoppa,Tirthahalli,Shivamogga,608236,608236,100.0,dist+tal,5.905
608259,KARNATAKA,Shimoga,Thirthahalli,Honnekere,Honnekere,756,whole_village,False,False,Honnekere,Tirthahalli,Shivamogga,608259,608259,100.0,dist+tal,4.105
608284,KARNATAKA,Shimoga,Thirthahalli,Honnetalu,Honnetalu,757,whole_village,False,False,Honnetalu,Tirthahalli,Shivamogga,608284,608284,100.0,dist+tal,9.095
608082,KARNATAKA,Shimoga,Thirthahalli,Horabailu,Horabailu,758,whole_village,False,False,Horabailu,Tirthahalli,Shivamogga,608082,608082,100.0,dist+tal,1.121
608085,KARNATAKA,Shimoga,Thirthahalli,Hosakere,Hosakere,759,whole_village,False,False,Hosakere,Tirthahalli,Shivamogga,608085,608085,100.0,dist+tal,1.795
608177,KARNATAKA,Shimoga,Thirthahalli,Hosakodige,Hosakodige,760,whole_village,False,False,Hosakodige,Tirthahalli,Shivamogga,608177,608177,100.0,dist+tal,5.118
608195,KARNATAKA,Shimoga,Thirthahalli,Hosakoppa,Hosakoppa,761,whole_village,False,False,Hosakoppa,Tirthahalli,Shivamogga,608195,608195,100.0,dist+tal,1.99
608285,KARNATAKA,Shimoga,Thirthahalli,Hosuru,Hosuru,762,whole_village,False,False,Hosuru,Tirthahalli,Shivamogga,608285,608285,100.0,dist+tal,29.421
608083,KARNATAKA,Shimoga,Thirthahalli,Hullukodu,Hullukodu,763,whole_village,False,False,Hullukodu,Tirthahalli,Shivamogga,608083,608083,100.0,dist+tal,2.493
608055,KARNATAKA,Shimoga,Thirthahalli,Humchadakatte,Humchadakatte,764,whole_village,False,False,Humchadakatte,Tirthahalli,Shivamogga,608055,608055,100.0,dist+tal,4.923
608273,KARNATAKA,Shimoga,Thirthahalli,Huruli,Huruli,765,whole_village,False,False,Huruli,Tirthahalli,Shivamogga,608273,608273,100.0,dist+tal,4.294
608058,KARNATAKA,Shimoga,Thirthahalli,Huttalli,Huttalli,766,whole_village,False,False,Huttalli,Tirthahalli,Shivamogga,608058,608058,100.0,dist+tal,5.646
608246,KARNATAKA,Shimoga,Thirthahalli,Ingaladi,Ingaladi,767,whole_village,False,False,Ingladi,Tirthahalli,Shivamogga,608246,608246,93.3,dist+tal,4.066
608168,KARNATAKA,Shimoga,Thirthahalli,Jambuvalli,Jambuvalli,768,whole_village,False,False,Jambuvalli,Tirthahalli,Shivamogga,608168,608168,100.0,dist+tal,5.074
608120,KARNATAKA,Shimoga,Thirthahalli,Jogikoppa,Jogikoppa,769,whole_village,False,False,Jogikoppa,Tirthahalli,Shivamogga,608120,608120,100.0,dist+tal,6.44
608271,KARNATAKA,Shimoga,Thirthahalli,Kabase,Kabase,770,whole_village,False,False,Kabase,Tirthahalli,Shivamogga,608271,608271,100.0,dist+tal,4.801
608187,KARNATAKA,Shimoga,Thirthahalli,Kadegadde,Kadegadde,771,whole_village,False,False,Kadegadde,Tirthahalli,Shivamogga,608187,608187,100.0,dist+tal,2.19
608139,KARNATAKA,Shimoga,Thirthahalli,Kalavanti,Kalavanti,772,whole_village,False,False,Kalavathi,Tirthahalli,Shivamogga,608139,608139,88.9,dist+tal,1.528
608095,KARNATAKA,Shimoga,Thirthahalli,Kandaka,Kandaka,773,whole_village,False,False,Khandaka,Tirthahalli,Shivamogga,608095,608095,93.3,dist+tal,4.291
608172,KARNATAKA,Shimoga,Thirthahalli,Kangalakoppa,Kangalakoppa,774,whole_village,False,False,Kangalakoppa,Tirthahalli,Shivamogga,608172,608172,100.0,dist+tal,8.48
608704,KARNATAKA,Shimoga,Thirthahalli,Karakunji,Karakunji,775,whole_village,False,False,Karkunje,Kundapura,Udupi,608704,608704,93.3,state,18.297
608163,KARNATAKA,Shimoga,Thirthahalli,Kasagaru,Kasagaru,776,whole_village,False,False,Kasagaru,Tirthahalli,Shivamogga,608163,608163,100.0,dist+tal,3.274
608084,KARNATAKA,Shimoga,Thirthahalli,Kattekoppa,Kattekoppa,777,whole_village,False,False,Kattekoppa,Tirthahalli,Shivamogga,608084,608084,100.0,dist+tal,1.242
608180,KARNATAKA,Shimoga,Thirthahalli,Kavaledurga,Kavaledurga,778,whole_village,False,False,Kavaledurga,Tirthahalli,Shivamogga,608180,608180,100.0,dist+tal,5.318
608160,KARNATAKA,Shimoga,Thirthahalli,Kaveri,Kaveri,779,whole_village,False,False,Kaveri,Tirthahalli,Shivamogga,608160,608160,100.0,dist+tal,4.857
608268,KARNATAKA,Shimoga,Thirthahalli,Keeranakere,Keeranakere,780,whole_village,False,False,Keeranakere,Tirthahalli,Shivamogga,608268,608268,100.0,dist+tal,4.371
608230,KARNATAKA,Shimoga,Thirthahalli,Kelakere,Kelakere,781,whole_village,False,False,Kelakere,Tirthahalli,Shivamogga,608230,608230,100.0,dist+tal,7.52
608056,KARNATAKA,Shimoga,Thirthahalli,Kesare,Kesare,782,whole_village,False,False,Kesare,Tirthahalli,Shivamogga,608056,608056,100.0,dist+tal,4.387
608128,KARNATAKA,Shimoga,Thirthahalli,Kiggadi,Kiggadi,783,whole_village,False,False,Keegadi,Tirthahalli,Shivamogga,608128,608128,100.0,dist+tal,10.074
608126,KARNATAKA,Shimoga,Thirthahalli,Kikkeri,Kikkeri,784,whole_village,False,False,Kikkeri,Tirthahalli,Shivamogga,608126,608126,100.0,dist+tal,7.887
608181,KARNATAKA,Shimoga,Thirthahalli,Kimmane,Kimmane,785,whole_village,False,False,Kimmane,Tirthahalli,Shivamogga,608181,608181,100.0,dist+tal,1.58
608107,KARNATAKA,Shimoga,Thirthahalli,Kittandur,Kittandur,786,whole_village,False,False,Kittandur,Tirthahalli,Shivamogga,608107,608107,100.0,dist+tal,3.594
608223,KARNATAKA,Shimoga,Thirthahalli,Kodlu,Kodlu,787,whole_village,False,False,Kodlu,Tirthahalli,Shivamogga,608223,608223,100.0,dist+tal,4.122
608196,KARNATAKA,Shimoga,Thirthahalli,Kokkodu,Kokkodu,788,whole_village,False,False,Kokkodu,Tirthahalli,Shivamogga,608196,608196,100.0,dist+tal,6.667
608279,KARNATAKA,Shimoga,Thirthahalli,Kolagi,Kolagi,789,whole_village,False,False,Kolagi,Tirthahalli,Shivamogga,608279,608279,100.0,dist+tal,10.913
608218,KARNATAKA,Shimoga,Thirthahalli,Kolagibylu,Kolagibylu,790,whole_village,False,False,Kolagibylu,Tirthahalli,Shivamogga,608218,608218,100.0,dist+tal,4.269
608255,KARNATAKA,Shimoga,Thirthahalli,Kolige,Kolige,791,whole_village,False,False,Kolige,Tirthahalli,Shivamogga,608255,608255,100.0,dist+tal,5.704
608119,KARNATAKA,Shimoga,Thirthahalli,Kombinakai,Kombinakai,792,whole_village,False,False,Kombinakai,Tirthahalli,Shivamogga,608119,608119,100.0,dist+tal,5.915
608079,KARNATAKA,Shimoga,Thirthahalli,Konandur,Konandur,793,whole_village,False,False,Konandur,Tirthahalli,Shivamogga,608079,608079,100.0,dist+tal,6.31
608136,KARNATAKA,Shimoga,Thirthahalli,Kuchalu,Kuchalu,794,whole_village,False,False,Kuchhalu,Tirthahalli,Shivamogga,608136,608136,100.0,dist+tal,7.426
608147,KARNATAKA,Shimoga,Thirthahalli,Kudamallige,Kudamallige,795,whole_village,False,False,Kudumallige,Tirthahalli,Shivamogga,608147,608147,90.9,dist+tal,5.71
608154,KARNATAKA,Shimoga,Thirthahalli,Kuduvalli,Kuduvalli,796,whole_village,False,False,Kuduvalli,Tirthahalli,Shivamogga,608154,608154,100.0,dist+tal,0.625
608133,KARNATAKA,Shimoga,Thirthahalli,Kulunde,Kulunde,797,whole_village,False,False,Kulunde,Tirthahalli,Shivamogga,608133,608133,100.0,dist+tal,7.831
608299,KARNATAKA,Shimoga,Thirthahalli,Kunda,Kunda,798,whole_village,False,False,Kunda,Tirthahalli,Shivamogga,608299,608299,100.0,dist+tal,5.573
608219,KARNATAKA,Shimoga,Thirthahalli,Lakkunda,Lakkunda,799,whole_village,False,False,Lakkunda,Tirthahalli,Shivamogga,608219,608219,100.0,dist+tal,4.816
608173,KARNATAKA,Shimoga,Thirthahalli,Lingapur,Lingapur,800,whole_village,False,False,Lingapura,Tirthahalli,Shivamogga,608173,608173,100.0,dist+tal,11.253
608232,KARNATAKA,Shimoga,Thirthahalli,Mahishi,Mahishi,801,whole_village,False,False,Mahishi,Tirthahalli,Shivamogga,608232,608232,100.0,dist+tal,5.97
608122,KARNATAKA,Shimoga,Thirthahalli,Mallapura,Mallapura,802,whole_village,False,False,Mallapura,Tirthahalli,Shivamogga,608122,608122,100.0,dist+tal,4.327
608067,KARNATAKA,Shimoga,Thirthahalli,Mandaka,Mandaka,803,whole_village,False,False,Mandaka,Tirthahalli,Shivamogga,608067,608067,100.0,dist+tal,1.249
608254,KARNATAKA,Shimoga,Thirthahalli,Manikoppa,Manikoppa,804,whole_village,False,False,Manikoppa,Tirthahalli,Shivamogga,608254,608254,100.0,dist+tal,4.26
608091,KARNATAKA,Shimoga,Thirthahalli,Mavadi,Mavadi,805,whole_village,False,False,Mavadi,Tirthahalli,Shivamogga,608091,608091,100.0,dist+tal,0.445
608065,KARNATAKA,Shimoga,Thirthahalli,Melinakadagodu,Melinakadagodu,806,whole_village,False,False,Melinakadagodu,Tirthahalli,Shivamogga,608065,608065,100.0,dist+tal,2.379
608131,KARNATAKA,Shimoga,Thirthahalli,Melinapadaravalli,Melinapadaravalli,807,whole_village,False,False,Melinapadaravalli,Tirthahalli,Shivamogga,608131,608131,100.0,dist+tal,0.956
608185,KARNATAKA,Shimoga,Thirthahalli,Mitla Godu,Mitla Godu,808,whole_village,False,False,Mitla Godu,Tirthahalli,Shivamogga,608185,608185,100.0,dist+tal,6.806
608253,KARNATAKA,Shimoga,Thirthahalli,Mrugavadhe,Mrugavadhe,809,whole_village,False,False,Mrugavadhe,Tirthahalli,Shivamogga,608253,608253,100.0,dist+tal,9.721
608054,KARNATAKA,Shimoga,Thirthahalli,Muniyur,Muniyur,810,whole_village,False,False,Muniyur,Tirthahalli,Shivamogga,608054,608054,100.0,dist+tal,10.774
608251,KARNATAKA,Shimoga,Thirthahalli,Munnuralli,Munnuralli,811,whole_village,False,False,Munnurhalli,Tirthahalli,Shivamogga,608251,608251,95.2,dist+tal,3.842
608094,KARNATAKA,Shimoga,Thirthahalli,Nandigodu,Nandigodu,812,whole_village,False,False,Nandigodu,Tirthahalli,Shivamogga,608094,608094,100.0,dist+tal,2.836
608288,KARNATAKA,Shimoga,Thirthahalli,Nantur,Nantur,813,whole_village,False,False,Nantur,Tirthahalli,Shivamogga,608288,608288,100.0,dist+tal,9.079
608176,KARNATAKA,Shimoga,Thirthahalli,Nekragodu,Nekragodu,814,whole_village,False,False,Nekragodu,Tirthahalli,Shivamogga,608176,608176,100.0,dist+tal,1.905
608141,KARNATAKA,Shimoga,Thirthahalli,Neralakoppa,Neralakoppa,815,whole_village,False,False,Neralakoppa,Tirthahalli,Shivamogga,608141,608141,100.0,dist+tal,1.232
608174,KARNATAKA,Shimoga,Thirthahalli,Neralumane,Neralumane,816,whole_village,False,False,Neralamane,Tirthahalli,Shivamogga,608174,608174,90.0,dist+tal,7.717
608123,KARNATAKA,Shimoga,Thirthahalli,Salekoppa,Salekoppa,817,whole_village,False,False,Salekoppa,Tirthahalli,Shivamogga,608123,608123,100.0,dist+tal,3.488
608256,KARNATAKA,Shimoga,Thirthahalli,Sedagar,Sedagar,818,whole_village,False,False,Shedgar,Tirthahalli,Shivamogga,608256,608256,92.3,dist+tal,5.178
608090,KARNATAKA,Shimoga,Thirthahalli,Shankarapura,Shankarapura,819,whole_village,False,False,Shankarapura,Tirthahalli,Shivamogga,608090,608090,100.0,dist+tal,14.892
608217,KARNATAKA,Shimoga,Thirthahalli,Shettigalakoppa,Shettigalakoppa,820,whole_village,False,False,Shettigalakoppa,Tirthahalli,Shivamogga,608217,608217,100.0,dist+tal,3.335
608170,KARNATAKA,Shimoga,Thirthahalli,Shinduvadi,Shinduvadi,821,whole_village,False,False,Shinduvadi,Tirthahalli,Shivamogga,608170,608170,100.0,dist+tal,4.794
608115,KARNATAKA,Shimoga,Thirthahalli,Shiranalli,Shiranalli,822,whole_village,False,False,Shiranalli,Tirthahalli,Shivamogga,608115,608115,100.0,dist+tal,9.637
608283,KARNATAKA,Shimoga,Thirthahalli,Shiruru,Shiruru,823,whole_village,False,False,Shiruru,Tirthahalli,Shivamogga,608283,608283,100.0,dist+tal,6.885
608277,KARNATAKA,Shimoga,Thirthahalli,Shivalli,Shivalli,824,whole_village,False,False,Shivalli,Tirthahalli,Shivamogga,608277,608277,100.0,dist+tal,5.796
608272,KARNATAKA,Shimoga,Thirthahalli,Shuntihakkalu,Shuntihakkalu,825,whole_village,False,False,Shuntihaklu,Tirthahalli,Shivamogga,608272,608272,94.7,dist+tal,16.602
608127,KARNATAKA,Shimoga,Thirthahalli,Singanabidare,Singanabidare,826,whole_village,False,False,Singanabidare,Tirthahalli,Shivamogga,608127,608127,100.0,dist+tal,7.163
608071,KARNATAKA,Shimoga,Thirthahalli,Suruli,Suruli,827,whole_village,False,False,Suruli,Tirthahalli,Shivamogga,608071,608071,100.0,dist+tal,0.634
608286,KARNATAKA,Shimoga,Thirthahalli,Tallur,Tallur,828,whole_village,False,False,Talluru,Tirthahalli,Shivamogga,608286,608286,100.0,dist+tal,39.273
608178,KARNATAKA,Shimoga,Thirthahalli,Tenginakoppa,Tenginakoppa,829,whole_village,False,False,Tenginakoppa,Tirthahalli,Shivamogga,608178,608178,100.0,dist+tal,6.255
608179,KARNATAKA,Shimoga,Thirthahalli,Tenkabailu,Tenkabailu,830,whole_village,False,False,Tenkabylu,Tirthahalli,Shivamogga,608179,608179,84.2,dist+tal,9.665
608129,KARNATAKA,Shimoga,Thirthahalli,Thalale,Thalale,831,whole_village,False,False,Thalale,Tirthahalli,Shivamogga,608129,608129,100.0,dist+tal,7.6
608061,KARNATAKA,Shimoga,Thirthahalli,Thorebailu,Thorebailu,832,whole_village,False,False,Thorebailu,Tirthahalli,Shivamogga,608061,608061,100.0,dist+tal,6.709
608142,KARNATAKA,Shimoga,Thirthahalli,Thotadakoppa,Thotadakoppa,833,whole_village,False,False,Thotadakoppa,Tirthahalli,Shivamogga,608142,608142,100.0,dist+tal,0.971
608257,KARNATAKA,Shimoga,Thirthahalli,Thumbramane,Thumbramane,834,whole_village,False,False,Thumbramane,Tirthahalli,Shivamogga,608257,608257,100.0,dist+tal,1.535
608108,KARNATAKA,Shimoga,Thirthahalli,Triyambakapura,Triyambakapura,835,whole_village,False,False,Triyambakapura,Tirthahalli,Shivamogga,608108,608108,100.0,dist+tal,8.769
608166,KARNATAKA,Shimoga,Thirthahalli,Tyanandur,Tyanandur,836,whole_village,False,False,Tyananduru,Tirthahalli,Shivamogga,608166,608166,100.0,dist+tal,6.907
608135,KARNATAKA,Shimoga,Thirthahalli,Ubbur,Ubbur,837,whole_village,False,False,Ubburu,Tirthahalli,Shivamogga,608135,608135,100.0,dist+tal,7.018
608057,KARNATAKA,Shimoga,Thirthahalli,Umblebailu,Umblebailu,838,whole_village,False,False,Umblebailu,Tirthahalli,Shivamogga,608057,608057,100.0,dist+tal,0.193
608262,KARNATAKA,Shimoga,Thirthahalli,Vatagaru,Vatagaru,839,whole_village,False,False,Vatagaru,Tirthahalli,Shivamogga,608262,608262,100.0,dist+tal,5.251
608124,KARNATAKA,Shimoga,Thirthahalli,Venkanahalli,Venkanahalli,840,whole_village,False,False,Venkanahalli,Tirthahalli,Shivamogga,608124,608124,100.0,dist+tal,4.674
608109,KARNATAKA,Shimoga,Thirthahalli,Virupapura,Virupapura,841,whole_village,False,False,Virupapura,Tirthahalli,Shivamogga,608109,608109,100.0,dist+tal,7.992
608210,KARNATAKA,Shimoga,Thirthahalli,Yadagudde,Yadagudde,842,whole_village,False,False,Yadagudde,Tirthahalli,Shivamogga,608210,608210,100.0,dist+tal,3.547
608292,KARNATAKA,Shimoga,Thirthahalli,Yadamane,Yadamane,843,whole_village,False,False,Yadamane,Tirthahalli,Shivamogga,608292,608292,100.0,dist+tal,1.925
608155,KARNATAKA,Shimoga,Thirthahalli,Yadavatti,Yadavatti,844,whole_village,False,False,Yadavathi,Tirthahalli,Shivamogga,608155,608155,93.3,dist+tal,4.707
608157,KARNATAKA,Shimoga,Thirthahalli,Yadehallipal,Yadehallipal,845,whole_village,False,False,Yadehallipal,Tirthahalli,Shivamogga,608157,608157,100.0,dist+tal,0.598
608092,KARNATAKA,Shimoga,Thirthahalli,Yamaravalli,Yamaravalli,846,whole_village,False,False,Yamaravalli,Tirthahalli,Shivamogga,608092,608092,100.0,dist+tal,8.143
608110,KARNATAKA,Shimoga,Thirthahalli,Yogimalali,Yogimalali,847,whole_village,False,False,Yogimalali,Tirthahalli,Shivamogga,608110,608110,100.0,dist+tal,9.297
608883,KARNATAKA,Udupi,Karkal,Andar,Andar,848,whole_village,False,False,Andaru,Hebri,Udupi,608883,608883,100.0,dist,37.998
608899,KARNATAKA,Udupi,Karkal,Belanje,Belanje,849,whole_village,False,False,Belman,Karkal,Udupi,608899,608899,83.3,dist+tal,14.865
608869,KARNATAKA,Udupi,Karkal,Chara,Chara,850,whole_village,False,False,Chara,Hebri,Udupi,608869,608869,100.0,dist,18.594
608907,KARNATAKA,Udupi,Karkal,Durga,Durga,851,whole_village,False,False,Durga,Karkal,Udupi,608907,608907,100.0,dist+tal,19.629
608868,KARNATAKA,Udupi,Karkal,Hebri,Hebri,852,whole_village,False,False,Hebri,Hebri,Udupi,608868,608868,100.0,dist,32.041
608910,KARNATAKA,Udupi,Karkal,Idu,Idu,853,whole_village,False,False,Eedu,Karkal,Udupi,608910,608910,100.0,dist+tal,31.931
608873,KARNATAKA,Udupi,Karkal,Kabbinale,Kabbinale,854,whole_village,False,False,Kabbinale,Hebri,Udupi,608873,608873,100.0,dist,25.317
608886,KARNATAKA,Udupi,Karkal,Kervashe,Kervashe,855,whole_village,False,False,Kervashe,Karkal,Udupi,608886,608886,100.0,dist+tal,42.583
608866,KARNATAKA,Udupi,Karkal,Kuchchur,Kuchchur,856,whole_village,False,False,Kuchchur,Hebri,Udupi,608866,608866,100.0,dist,17.488
608887,KARNATAKA,Udupi,Karkal,Mala,Mala,857,whole_village,False,False,Mala,Karkal,Udupi,608887,608887,100.0,dist+tal,47.022
608867,KARNATAKA,Udupi,Karkal,Nadpal,Nadpal,858,whole_village,False,False,Nadpalu,Hebri,Udupi,608867,608867,100.0,dist,133.606
608909,KARNATAKA,Udupi,Karkal,Nuralbettu,Nuralbettu,859,whole_village,False,False,Nooralbettu,Karkal,Udupi,608909,608909,100.0,dist+tal,21.091
608884,KARNATAKA,Udupi,Karkal,Shirlal,Shirlal,860,whole_village,False,False,Shirlal,Karkal,Udupi,608884,608884,100.0,dist+tal,37.525
608706,KARNATAKA,Udupi,Kundapura,Aluru,Aluru,861,whole_village,False,False,Aloor,Kundapura,Udupi,608706,608706,100.0,dist+tal,19.304
608756,KARNATAKA,Udupi,Kundapura,Amasebail,Amasebail,862,whole_village,False,False,Amasebailu,Kundapura,Udupi,608756,608756,100.0,dist+tal,65.323
608752,KARNATAKA,Udupi,Kundapura,Belave,Belave,863,whole_village,False,False,Belve,Hebri,Udupi,608752,608752,90.9,dist,22.217
608711,KARNATAKA,Udupi,Kundapura,Bellal,Bellal,864,whole_village,False,False,Bellal,Kundapura,Udupi,608711,608711,100.0,dist+tal,25.481
608679,KARNATAKA,Udupi,Kundapura,Byndoor,Byndoor,865,whole_village,False,False,Byndoor,Bainduru,Udupi,608679,608679,100.0,dist,51.229
608708,KARNATAKA,Udupi,Kundapura,Chittur,Chittur,866,whole_village,False,False,Chittoor,Kundapura,Udupi,608708,608708,100.0,dist+tal,18.403
608682,KARNATAKA,Udupi,Kundapura,Golihole,Golihole,867,whole_village,False,False,Golihole,Bainduru,Udupi,608682,608682,100.0,dist,45.365
608685,KARNATAKA,Udupi,Kundapura,Halihole,Halihole,868,whole_village,False,False,Hallihole,Bainduru,Udupi,608685,608685,100.0,dist,29.898
608721,KARNATAKA,Udupi,Kundapura,Hosangadi,Hosangadi,869,whole_village,False,False,Hosangadi,Kundapura,Udupi,608721,608721,100.0,dist+tal,39.469
608709,KARNATAKA,Udupi,Kundapura,Hosoor,Hosoor,870,whole_village,False,False,Hosoor,Kundapura,Udupi,608709,608709,100.0,dist+tal,22.881
608707,KARNATAKA,Udupi,Kundapura,Idurkunhadi,Idurkunhadi,871,whole_village,False,False,Idurkunhadi,Kundapura,Udupi,608707,608707,100.0,dist+tal,16.81
608683,KARNATAKA,Udupi,Kundapura,Jadkal,Jadkal,872,whole_village,False,False,Jadkal,Bainduru,Udupi,608683,608683,100.0,dist,47.661
608710,KARNATAKA,Udupi,Kundapura,Keradi,Keradi,873,whole_village,False,False,Keradi,Kundapura,Udupi,608710,608710,100.0,dist+tal,26.883
608681,KARNATAKA,Udupi,Kundapura,Kollur,Kollur,874,whole_village,False,False,Kollur,Bainduru,Udupi,608681,608681,100.0,dist,96.892
608722,KARNATAKA,Udupi,Kundapura,Machattu,Machattu,875,whole_village,False,False,Machattu,Kundapura,Udupi,608722,608722,100.0,dist+tal,49.499
608757,KARNATAKA,Udupi,Kundapura,Madamakki,Madamakki,876,whole_village,False,False,Madammakki,Hebri,Udupi,608757,608757,100.0,dist,40.271
608684,KARNATAKA,Udupi,Kundapura,Muduru,Muduru,877,whole_village,False,False,Mudoor,Bainduru,Udupi,608684,608684,100.0,dist,62.542
608754,KARNATAKA,Udupi,Kundapura,Shedimane,Shedimane,878,whole_village,False,False,Shedimane,Hebri,Udupi,608754,608754,100.0,dist,21.604
608678,KARNATAKA,Udupi,Kundapura,Thagarasi,Thagarasi,879,whole_village,False,False,Thagarasi,Bainduru,Udupi,608678,608678,100.0,dist,12.2
608705,KARNATAKA,Udupi,Kundapura,Vandse,Vandse,880,whole_village,False,False,Vandse,Kundapura,Udupi,608705,608705,100.0,dist+tal,9.798
608720,KARNATAKA,Udupi,Kundapura,Yedamoge,Yedamoge,881,whole_village,False,False,Yedamogge,Kundapura,Udupi,608720,608720,100.0,dist+tal,29.455
608680,KARNATAKA,Udupi,Kundapura,Yelajita,Yelajita,882,whole_village,False,False,Yeljith,Bainduru,Udupi,608680,608680,85.7,dist,33.057
603401,KARNATAKA,Uttara Kannada,Ankola,Achve,Achve,883,whole_village,False,False,Achave,Ankola,Uttara Kannada,603401,603401,90.9,dist+tal,45.453
603343,KARNATAKA,Uttara Kannada,Ankola,Adlur,Adlur,884,whole_village,False,False,Adlur,Ankola,Uttara Kannada,603343,603343,100.0,dist+tal,12.111
